order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
39da9965-eaeb-4137-91ee-9c7340ec3d85,d61a2cff-78ad-4988-a388-96c0622af9b3,Karla English,7d606358-d8ac-4220-8d2e-ac678386a714,Tennis Racket,Sports,Wallet,1,243.35,2020-04-25 17:08:22,India,South Jorgeburgh,Myntra,78f49471-4569-477e-aeea-74920a4c2b31,N,Material enough husband remember star.
b9bae117-0b0d-49e8-8c82-2d6937455434,d2b0b3be-8dd5-4a67-862e-39543a8a3190,Jeffrey Dean,6bc752fc-8cf1-4947-a410-9987a5ba0603,Tennis Racket,Sports,card,2,130.94,2023-12-07 17:38:49,Brazil,East Robert,Amazon,668c1a68-e598-4854-a46a-717eb6cc412e,N,Make style never culture sister.
647cd061-b2c0-4c68-b5c0-d30fcdd8411c,f8fd8ff4-0f9e-4ab3-a3ab-755a953a65ce,Allison Haney,fe6c60e6-bac0-4782-b55c-da8a32ac30be,Sofa,Furniture,Internet Banking,5,344.34,2020-02-13 09:13:25,Canada,Coreytown,Flipkart,a4c90787-bb75-4864-b17d-7f35119bcc3c,N,Clear themselves girl threat affect.
d185ceb2-7410-4868-9d4b-2f4981873b55,60e2f286-2054-4665-b80b-10b034e92d9d,Bryan Anderson,51cef9b5-b38e-4077-bba1-6b0e8d46b365,Eggs,Grocery,Internet Banking,4,147.24,2022-06-22 16:48:03,Canada,Lake Latoyaside,Amazon,e0feb9dc-58e7-4f06-9a5b-5a97dfd4f320,Y,No Failure
07a0e9b1-cb69-4acf-ad31-65f1c4cc87b8,fc099196-aa5e-4885-8255-a1ee9203e73e,Jacob Edwards,c76e16f1-8184-4128-9446-85ff7f433c1c,Textbook,Books,card,1,326.46,2021-05-03 09:18:04,Germany,Brandiberg,Amazon,fd54493a-7cc2-4fe2-8fc3-b3fb1dd90a02,N,Another rather energy many.
173eeb5b-a768-4eeb-b221-9576f39e0cc0,8a9b6bd5-6525-46c7-9c0e-e2f203047ff3,Stephanie Pacheco,3857db7f-44e6-47a2-8793-d3352adb4ccf,Bed,Furniture,card,7,52.05,2022-10-09 13:40:29,Canada,West Alexismouth,Amazon,90476e76-8efa-4d59-8caf-168cc8a309be,N,Exist central those present.
b71ac576-a10e-4f47-8a3b-82b3a3b24749,beb7ba91-3d19-4460-ba0e-5966be753a22,Emily Smith,4d24f24f-dfa8-4c4d-be81-28024821bab2,Eggs,Grocery,card,6,434.04,2020-05-29 17:55:13,India,Johnchester,Myntra,6a64a6cd-35b5-4d6e-8831-538a3ca557cf,N,Carry show interest over dream within.
17c25321-98ef-483d-bc6a-e9162f962286,c2b27c39-4583-45d7-ae95-eeb407a2e06f,Madison Allen,9f13403f-3ebb-4423-b578-7effb2302cc0,Sofa,Furniture,Internet Banking,3,88.87,2024-02-11 23:31:25,India,Greenfort,Myntra,e4ea34c5-21aa-4721-8b4e-548f2426fd33,N,During check go.
860bfd2f-6222-4a2f-8e8b-facf815ff550,3c6f319d-e366-4342-abfe-05bc5a60ce1d,Derrick Miller,f4bde95e-e2b6-4535-9926-e272247940b4,Tennis Racket,Sports,UPI,4,128.2,2023-02-03 09:46:31,United States,Stephenfort,Meesho,94b98f1a-cb70-4dcc-b32a-ff33123508dc,Y,No Failure
1e766821-1b1d-4b67-b39a-89b6beafcb15,f3c33a0e-6c35-416e-8637-47e5ae794c4c,Hector Skinner,7c3347f1-5475-48b2-a924-c55e5da749f1,Eggs,Grocery,Internet Banking,4,346.56,2023-12-08 07:41:44,Brazil,West Natalieton,Myntra,cd17ecb3-e24d-49bb-b55f-311556854a7b,N,Notice will force likely.
14ae1486-b199-4799-9f67-c7de72306f9b,49a099be-1385-4149-aea9-bf28e71daff7,Laura Hartman,8537257e-68af-4277-8f39-29fd34dc0f16,Table,Furniture,Internet Banking,7,356.94,2022-09-16 17:53:34,India,West Samantha,Meesho,df8e740d-9a9a-49e6-b1a4-83e1963d1d43,Y,No Failure
15543902-f5e2-451b-8b18-09286c0d4866,b3df28db-124b-4238-989c-def3291f1e45,Jennifer Shelton,59c6940b-703d-4ddb-8c5a-dfb447e5366e,Textbook,Books,Internet Banking,9,330.56,2020-12-28 01:48:26,India,Reidport,Amazon,0ee22bc7-d559-4d83-af27-b02164490a6f,N,Partner high they increase care here economy.
c970a1cd-b5db-49a8-8109-b2b73ef55da6,f172ad04-963f-466e-ba1b-0b1b138fadfc,Evan Waters,f17280c2-bd0b-4936-a69c-857ec943f0a5,Smartphone,Electronics,card,7,66.52,2021-03-31 07:47:05,United States,Jordanhaven,Meesho,49f286d9-d1f0-4162-8332-64c22cd69f6c,N,Point tend in ago become case foot song.
9d70ca92-e449-4411-ae41-0ae1784d5aa7,d76d4f67-65a4-46f1-9b6b-904920949108,Michael Arias,149cc3be-0b1f-448c-a5d4-9e77d7e58993,Milk,Grocery,UPI,1,412.09,2021-03-19 21:18:52,United States,Ortizchester,Amazon,d55a38da-ded0-41c6-b8ad-7074936ed376,N,Better office cover crime table less.
6ea33cfa-3d28-4ac4-987a-09cbacdc9e63,30805049-e5c0-4c9c-9ba5-27f8b26b5960,Peter Baker,dc6b3ef4-6286-45a1-9b45-5f34791bfb87,Headphones,Electronics,Wallet,3,19.9,2023-09-23 09:37:49,Brazil,West Benjaminchester,eBay,96c8ed62-f6d4-4f31-b993-f15ee995017b,N,Through the back Mr sit pay.
831c8556-fd81-4827-ba5d-f3b0c36fdeae,7e178b97-2c45-489e-9653-84609f1c0ef7,Kelly Anthony,88d5b4a6-0d51-4da2-a6a3-2a1b12b95a90,Sofa,Furniture,Wallet,8,44.62,2020-01-21 02:56:06,United States,West Sarahburgh,Meesho,d9d5a2b3-ec6a-405f-ae31-fc9db8745e44,Y,No Failure
c9afe8e4-2319-496c-b76d-32fde367240d,2b4fefcd-3112-4e69-8fe9-991ebf07ee24,Anthony Mccarthy,a9d7bdd3-ad89-4752-8bad-1b577585e9b9,Bookshelf,Furniture,UPI,2,185.04,2022-08-19 20:15:45,Canada,Port Juan,Flipkart,23133e56-0c04-4368-839c-74e2d2f5ffe2,N,Ability positive foreign social large box down range.
1dea0c04-6aa0-4c75-8ef9-4d1c45f4680a,62f8c281-7080-4876-a685-bde32fdb1ae1,Grant Meyer,de8344ff-0104-493c-8bb0-42304ab1bd2d,Basketball,Sports,UPI,7,202.71,2021-08-02 13:49:51,Germany,Deborahmouth,Flipkart,8e9de760-1326-44cf-bb5a-f16c8c51856c,Y,No Failure
1b42ddf4-15ae-492c-8267-9efbd4cb149e,f007d31b-d6c2-4d4b-a2fa-40b2ed5b3fd0,Deanna Graham,b2f31134-8886-4b83-82a4-82676a6edd2f,Tablet,Electronics,UPI,2,164.39,2021-06-09 07:10:06,India,Anthonyburgh,Myntra,643cee07-5604-4a4f-a7af-6a652ac79e30,Y,No Failure
0de0041e-bca4-4c3d-915a-e86d5a67bf50,2b0c3ce3-1e90-40c4-b833-874f10ddd64e,Michelle Watson,b7c42dce-04f0-424c-8308-2f9da6dc4c91,Basketball,Sports,Wallet,6,470.98,2022-02-20 08:57:11,Australia,Gonzalezhaven,Flipkart,876b7ef0-cc4f-4ce1-8653-4bb828a2ce78,Y,No Failure
b08a9ed2-1206-4307-88b8-e4c4abe2d082,8b3a9af5-6b0f-4f2a-970d-81748c6b9240,Allison Griffin,a3a9e80e-99a9-4039-87cd-452498bf1376,Table,Furniture,card,5,437.7,2024-06-13 23:35:13,India,Trevinofort,Amazon,b51b3b24-1ec7-47cc-8d02-01ca8a57839d,Y,No Failure
552af016-a786-4682-bd1b-724e9c05892b,8438b087-e5af-4f54-9f36-5361eb2a5f13,Rebecca Moreno,5e93df5c-e0f3-41eb-8773-601286f5f3ee,Smartphone,Electronics,UPI,6,309.01,2023-11-07 20:21:44,Germany,Harrisonburgh,eBay,3982b172-16ce-40a0-8b75-0f43eb299bec,N,Or street long sense visit each property.
834b5aca-ac04-48d2-9b9f-bd1267e64278,8ed4a07d-c873-4406-aea6-e89806323a0a,Melinda Young,37ea3f4c-0233-4aa7-9229-df3284c80be7,Smartphone,Electronics,Internet Banking,9,321.38,2020-10-28 11:44:48,Canada,Buckfurt,eBay,8cb89585-be32-4f83-baab-b02d16cfe497,Y,No Failure
66e3724e-377b-4fae-a184-d4e853117950,4090569c-4826-468e-aa15-7db10616282d,Kaitlyn Gould,cc4cbebd-1475-4631-bec5-fd712143d268,Jacket,Clothing,Internet Banking,8,26.37,2021-01-19 10:15:19,United States,New Jamesview,Flipkart,05880a1d-bad7-4826-9f2a-b2d88a8cdf52,N,Top prevent capital myself maintain north movie.
62416f54-b77a-47c0-abb6-df26983a15af,7b6981dd-fa58-4580-a335-f697b8ec0b7b,Anthony Stephens,2e1c55a8-66ce-43b7-8f77-8d045dea6f69,Smartphone,Electronics,UPI,7,471.33,2021-10-19 07:57:41,Germany,Lake Michaelburgh,Amazon,31116cbe-ae2f-418d-8384-706c53552842,Y,No Failure
2ee7c586-91f0-40aa-a524-6ff7f0f30edc,951f8540-fcee-4082-9d9c-16fe2e6fc9b2,John Mclaughlin,312d30c2-e1ec-496b-a9f1-1c2a142fcec0,Bed,Furniture,Wallet,7,53.5,2022-04-27 07:15:51,India,Lake Shawnaville,Flipkart,f679ef6d-e131-4fa0-a81c-1630d0ed2b8b,N,Change economic month watch.
b5269722-4d09-4ad3-927c-08e29120e3d9,56d16e3c-2492-42b2-8804-f310814e6f14,Nina Juarez,3afdb7bf-afc2-4792-ba6a-bb950c830f99,Biography,Books,UPI,7,271.76,2020-02-05 03:35:43,Brazil,Lisafort,eBay,f5c2f5e7-2597-4046-b686-34bbaa5796cb,Y,No Failure
d10947d5-b22b-4dc1-9bee-919801982479,24db10bc-66ed-457b-860e-3d821ccb945b,Sara Wilkinson,644d7787-0ae8-4b73-9ba1-b28f0bb0d80d,Comics,Books,Internet Banking,8,54.41,2023-07-22 07:50:51,Germany,East Frank,Myntra,b07f90a6-4f6b-4f27-9587-d17b78f6d76b,N,Four tax take green.
39e61aa7-3290-4b25-8137-10dd526fe889,319ee913-bcdc-45ba-ba39-10d2212219e3,Jonathan Hall,cb47a976-5dde-4a76-a98e-d2c20fffff72,Milk,Grocery,card,7,61.92,2022-08-26 21:05:05,Maldives,Morrisview,eBay,c1ccc129-8816-4c26-95cf-4213dc770998,Y,No Failure
53a270dc-6804-4520-a0ef-9c597632c2c2,683b1f3a-a0bf-41bc-9853-e7897bbbb7c1,Timothy Rodgers,e4294db6-52da-40f2-a9a3-4239e8cc6f09,T-shirt,Clothing,card,4,128.92,2023-02-12 21:46:33,Brazil,West Rose,Meesho,89c1cc25-7da2-4cc2-9b74-3030494fade4,N,Sure exactly similar low.
dd4f415f-046c-4b84-ab68-df8f82f648ed,f7efca52-4bb9-465b-b028-b2d0dc9bfce6,Amy Martinez,f2bbdd29-48dd-4430-8fda-133b075a2c6d,Golf Club,Sports,Internet Banking,5,242.08,2022-08-02 17:35:45,United States,Melendezburgh,Amazon,079fa7f7-b691-417a-a1d3-661b996be208,Y,No Failure
489a52d0-df35-498f-b220-4b730fe757fd,01c51a12-50ec-479f-aa65-b12f7daf7700,Kenneth Singh,8a3007a6-bb7b-460a-9937-a7cca55d7f36,Camera,Electronics,Wallet,2,285.35,2022-07-27 18:48:01,Australia,Russellmouth,Myntra,36a3004f-3bd2-47d5-ba0f-dcf6724dcda0,N,Their own perhaps.
58a8f967-48a8-4cf9-8010-199ac36024c4,5a20b633-57b0-413d-9fb1-a36f834dadfc,Latoya Graham,410a0a8a-f4d4-4661-8e33-64c27e40c1e9,Cookbook,Books,UPI,7,112.56,2024-09-18 14:04:01,Oman,West Sherry,eBay,7e441b26-25ea-401f-9450-8cd0158a5413,N,May clear particularly technology account least soldier kitchen.
3532d414-3ffe-43ef-bfdd-5cc151d03459,2844ee5b-861a-4da4-8b73-8fecaf4d1958,Kevin Morales,8ed73540-d7c5-4d66-8f3d-2497757243af,Dress,Clothing,Wallet,6,222.76,2020-11-05 03:58:08,Brazil,Ericville,Myntra,24f2302f-a28b-4e93-9868-32cb45a34fdf,N,Sort than economic rather.
543e5624-e426-46a9-a44b-bbb3bf1e2ddf,a85a0d9f-d254-4618-96c0-555b292c9270,Ricardo Sharp,3c75c845-9713-4bf3-ad54-1512ba118ed2,Eggs,Grocery,Internet Banking,2,305.03,2020-04-03 20:30:30,Canada,Lake Jeffreyberg,eBay,51fea7e1-b5af-4952-8229-3f5a6fe00161,Y,No Failure
9e1c84a9-7506-4424-9321-cd6567ea0b6f,846ca475-1dd5-40b0-baa9-3f0239324478,Deanna Hurst,42216b42-3c3b-4dec-8ed7-0753ef1c7bea,Bookshelf,Furniture,card,8,174.71,2023-05-14 08:53:19,India,Alisonhaven,Myntra,1d954141-98e4-406c-9161-64afa9195420,N,Traditional here ball.
